Matrix A: 
19	98	29	52	17	31	50	26	59	30	21	41	61	48	63	56	76	93	62	55	99	47	15	47	89	70	39	64	76	16	22	76	16	29	35	71	6	65	58	63	62	25	50	70	31	24	51	34	26	11	38	37	38	79	94	37	15	65	92	50	36	6	38	5	38	24	65	71	9	69	82	86	53	74	53	95	77	27	97	73	50	41	75	20	44	12	42	90	20	66	6	86	17	51	16	10	65	67	94	75	
10	1	96	74	90	62	73	69	59	32	69	27	11	23	75	80	11	53	83	92	96	65	75	65	3	56	61	75	73	22	23	48	78	90	6	96	95	51	44	55	82	13	73	40	29	13	63	68	9	16	9	24	60	35	5	87	20	59	46	7	67	1	68	93	88	33	57	75	48	22	84	23	32	77	84	49	24	83	19	77	21	12	83	57	91	26	25	87	78	70	44	35	78	69	69	92	97	84	29	28	
27	72	98	13	4	28	9	46	9	86	39	38	44	14	2	51	29	12	51	50	93	55	70	82	66	68	14	94	35	73	73	31	2	43	78	78	71	3	65	82	91	24	38	24	80	96	70	28	43	11	83	59	27	88	71	29	52	59	14	61	84	87	43	11	73	29	35	42	19	4	68	66	39	82	58	51	15	99	59	62	64	57	8	79	90	36	66	76	87	87	34	61	31	49	29	93	34	41	67	36	
11	100	38	93	83	29	53	70	45	95	9	53	48	33	36	9	65	98	44	50	16	42	90	1	13	49	24	52	75	34	92	1	55	91	98	20	81	79	32	45	41	88	100	26	84	39	93	94	53	12	61	35	41	98	86	30	41	6	92	93	11	50	79	80	72	78	74	94	21	98	27	77	91	83	79	60	19	90	60	50	25	73	81	9	68	9	78	4	71	8	97	75	23	12	20	62	57	91	64	84	
17	33	53	42	55	14	63	97	61	16	5	100	37	81	99	33	88	85	41	18	7	71	42	83	50	24	59	6	22	96	97	17	79	79	80	59	78	51	8	30	82	96	79	77	54	100	85	66	94	9	73	44	30	15	69	56	92	74	23	49	52	87	45	47	78	18	30	17	75	92	70	13	47	94	92	16	50	58	41	53	37	52	88	27	63	56	84	95	81	98	66	66	14	62	79	79	79	41	12	48	
46	71	76	90	51	50	34	66	15	83	8	33	97	68	23	83	11	42	32	88	6	80	22	39	52	48	9	47	77	60	90	23	67	87	56	29	15	61	54	78	49	4	62	32	83	56	98	7	53	22	97	82	22	56	48	25	19	36	77	75	60	99	75	54	23	36	44	89	54	33	48	81	27	79	51	2	62	100	56	64	17	74	62	46	74	75	51	54	82	88	100	11	44	66	73	30	82	13	77	82	
48	91	72	6	73	33	90	21	66	32	59	94	7	79	49	7	72	67	97	98	21	95	30	89	10	85	70	79	18	16	27	85	69	7	29	98	19	91	100	86	87	100	21	11	72	14	16	86	19	81	32	68	88	45	87	8	61	28	75	32	53	72	69	94	86	38	12	5	78	7	69	23	14	1	43	38	39	89	56	90	48	82	94	85	88	62	94	18	2	83	48	66	54	5	85	96	26	22	65	82	
73	7	57	44	94	81	81	69	12	14	69	52	17	80	69	41	32	34	80	64	60	54	37	96	66	75	21	36	81	77	56	26	72	9	60	57	3	33	6	41	76	63	86	63	81	37	98	3	9	81	41	77	59	94	41	47	75	74	98	81	36	73	1	8	56	67	42	89	82	69	16	97	26	10	13	37	56	63	44	43	22	23	13	49	19	69	18	15	51	91	36	60	70	96	4	41	80	100	6	92	
62	82	53	54	34	30	88	43	54	84	21	15	19	45	64	30	53	65	70	71	6	48	95	88	27	77	24	41	80	91	89	11	72	46	22	71	84	90	56	79	80	7	63	36	88	97	34	89	36	80	94	91	63	66	2	6	8	68	70	35	72	58	99	46	98	19	39	45	73	64	29	65	2	24	91	5	2	28	98	93	72	64	2	64	22	66	22	46	11	96	42	23	13	52	16	56	94	39	80	83	
9	55	23	8	46	39	45	91	40	55	5	24	26	79	25	82	31	34	24	95	31	47	88	46	6	17	51	90	39	64	36	98	10	31	25	9	38	75	21	73	94	56	35	62	57	7	85	76	83	20	42	33	85	80	80	84	68	37	26	19	38	29	20	78	38	92	57	96	61	2	94	33	37	81	76	8	85	75	20	91	77	42	52	30	91	75	73	92	90	88	91	40	94	54	64	82	4	6	77	80	
96	40	69	99	84	40	16	22	94	27	23	39	29	82	100	79	92	24	44	35	44	50	3	8	3	42	88	47	92	38	14	1	17	91	63	36	27	11	78	83	61	90	6	75	64	23	96	67	61	39	89	12	46	68	26	68	90	43	64	48	3	18	100	24	27	4	49	52	71	37	59	68	57	6	32	63	20	76	57	32	96	45	92	4	89	16	51	20	73	92	84	34	76	43	70	1	55	79	86	58	
34	94	91	4	51	34	23	72	12	91	39	42	59	48	53	59	80	3	84	91	3	69	23	96	36	9	62	43	95	100	89	79	43	58	42	48	70	46	81	14	65	11	62	86	74	5	63	4	3	70	55	30	53	75	50	31	45	45	50	19	66	64	53	74	71	32	48	12	70	99	99	4	53	80	54	44	23	89	64	35	51	23	41	12	93	52	81	78	17	77	79	21	16	49	99	80	36	58	84	63	
3	63	21	71	23	74	42	87	89	18	18	93	99	68	50	66	90	33	20	82	4	31	29	32	90	53	31	73	65	8	96	29	82	91	11	78	72	37	60	44	41	34	38	94	31	75	94	83	4	62	91	63	8	98	52	24	91	18	41	4	67	84	62	60	46	87	52	66	2	41	10	98	84	51	59	22	76	82	88	72	88	100	5	80	39	1	31	62	19	6	41	29	60	23	99	61	99	36	82	15	
68	94	97	62	47	39	71	39	77	56	18	72	61	53	59	34	56	66	27	2	35	60	94	49	74	93	94	34	38	4	91	12	95	69	28	99	90	49	80	48	50	32	70	76	99	50	37	100	24	44	32	55	62	35	86	68	17	94	5	67	54	9	24	85	93	68	49	70	31	12	15	91	28	44	5	100	75	96	7	59	90	59	10	90	48	41	19	65	76	27	90	4	67	13	41	71	77	96	42	87	
52	10	88	84	86	91	51	87	56	82	29	3	78	63	25	66	73	33	86	29	47	90	79	84	26	66	61	46	79	22	56	21	28	74	35	52	76	37	35	2	38	11	75	91	57	72	81	36	46	83	26	19	74	13	38	99	6	63	18	93	40	48	47	4	32	16	40	59	30	46	95	100	46	73	76	63	73	74	81	39	98	43	9	4	78	26	35	2	79	83	70	37	79	40	39	22	27	64	78	76	
25	82	1	62	63	3	49	96	85	17	38	8	94	85	45	60	22	59	44	69	78	20	58	42	92	65	24	16	73	30	42	16	16	37	58	60	1	53	94	42	30	49	28	99	25	25	75	34	86	39	71	63	30	85	10	79	24	86	1	25	94	6	13	66	68	8	78	85	5	91	35	92	22	86	35	91	43	99	87	19	22	25	98	77	55	70	9	28	94	69	67	3	39	1	20	19	91	85	40	57	
9	33	79	15	88	40	75	21	28	55	89	42	99	43	3	22	5	47	57	10	34	9	62	34	87	5	86	43	43	61	62	21	44	79	88	14	64	92	35	16	57	62	13	12	60	52	39	71	25	8	8	85	52	2	90	59	42	91	14	13	56	61	94	73	3	77	44	74	67	52	76	29	33	62	70	4	30	8	93	52	54	93	71	20	73	8	95	6	41	84	63	10	8	39	61	72	72	55	48	15	
24	30	90	67	88	57	33	71	40	67	23	84	61	54	6	92	60	87	88	30	43	18	46	57	89	53	55	67	34	61	20	32	39	68	77	99	15	21	54	8	70	17	23	43	8	64	61	48	94	31	18	44	77	15	27	18	35	21	72	93	65	55	67	94	65	76	1	13	1	52	77	80	44	78	90	62	86	73	35	45	62	64	5	47	89	9	58	31	24	65	75	47	38	82	19	12	93	92	33	24	
62	92	62	31	99	70	92	1	80	18	18	15	96	42	37	68	29	54	10	74	82	4	70	17	84	68	86	3	31	58	82	68	11	67	88	72	78	46	65	39	72	48	16	93	12	58	6	54	72	81	41	31	76	21	91	78	99	87	5	90	32	45	89	11	19	20	60	28	10	20	80	17	1	97	54	59	31	94	7	50	55	73	61	95	55	34	47	30	72	29	60	42	22	89	67	34	86	71	30	62	
61	9	83	63	7	79	80	98	88	39	70	84	41	96	67	34	10	58	18	35	54	36	59	94	44	94	67	52	41	95	38	75	13	98	52	96	18	93	93	38	31	14	97	11	90	29	10	87	45	41	83	70	21	94	93	63	15	28	8	95	6	14	12	14	94	65	4	96	63	82	47	10	49	69	25	12	55	36	28	34	41	63	28	78	18	41	43	1	1	59	77	55	36	31	32	96	38	24	23	28	
30	12	12	55	81	54	94	22	86	29	44	1	56	72	71	53	76	32	41	35	41	87	35	49	40	66	97	13	63	53	32	88	65	58	49	57	71	51	83	2	94	100	33	45	32	76	5	51	27	67	39	2	24	44	42	81	96	19	60	64	29	30	89	55	14	80	70	67	80	78	38	3	16	93	24	73	49	24	54	49	96	98	9	9	12	94	66	82	3	11	29	57	6	66	24	70	16	54	6	85	
79	46	41	34	86	1	69	95	34	86	49	82	33	57	11	73	83	2	7	36	61	72	28	38	44	69	34	96	72	4	43	12	80	35	13	94	31	62	35	59	27	7	92	44	89	28	20	85	25	94	36	25	95	83	68	28	6	47	87	90	41	38	51	60	79	57	78	4	43	1	12	26	44	96	17	16	5	7	69	42	36	99	26	14	24	13	19	58	97	40	87	95	47	44	23	12	81	56	59	48	
71	91	74	28	14	55	97	73	51	42	42	47	26	14	25	30	96	4	95	94	68	88	41	80	42	26	35	61	1	8	22	93	94	18	18	4	44	94	40	12	26	29	79	49	51	93	45	55	24	54	37	48	47	27	62	5	39	72	87	6	100	57	29	68	52	20	92	67	18	47	94	88	22	13	68	100	45	98	2	29	43	5	69	69	42	97	63	21	45	19	26	20	85	75	85	60	50	15	96	4	
33	52	38	15	64	52	20	91	18	84	19	85	53	87	70	49	38	98	25	69	28	49	94	83	72	70	94	78	15	5	85	44	96	12	94	93	99	91	100	91	94	75	50	75	15	74	70	19	66	34	39	12	53	64	9	50	89	46	32	21	7	72	69	22	59	58	48	83	39	23	24	7	7	90	57	46	52	24	19	51	98	37	92	7	11	14	52	81	45	44	42	46	79	50	6	15	86	28	25	5	
57	18	28	56	3	87	69	99	80	12	90	59	91	76	11	33	90	97	51	13	23	30	73	37	78	54	77	71	86	53	52	98	52	2	36	94	73	17	17	29	12	26	39	97	40	45	57	27	3	59	89	22	87	9	78	29	80	48	50	81	46	29	63	27	20	78	92	48	86	32	7	85	55	70	10	57	22	46	66	17	61	98	36	91	78	50	6	87	89	76	44	78	31	88	56	83	54	1	55	90	
89	16	9	11	41	100	98	8	55	5	38	86	100	93	14	13	83	84	52	30	38	34	1	65	84	58	69	11	69	9	42	33	38	85	100	2	70	84	57	93	41	88	13	11	21	36	64	16	98	78	75	35	54	34	79	87	25	35	76	50	13	85	25	93	5	23	56	14	63	74	85	61	23	54	98	23	51	38	18	7	32	98	6	37	58	100	91	99	86	48	85	93	26	97	56	29	39	43	29	96	
43	38	7	68	54	94	6	47	10	25	55	66	40	7	10	93	100	76	37	62	48	19	14	28	13	97	10	42	31	91	35	16	87	24	67	45	37	38	17	94	50	72	45	78	86	1	91	86	26	19	69	7	30	9	42	26	37	81	17	71	85	48	29	37	5	1	24	65	12	41	51	5	84	67	42	71	46	7	89	57	8	67	58	79	100	75	56	92	91	33	59	97	18	91	68	8	35	47	63	3	
40	27	96	7	15	51	87	80	77	23	80	2	13	77	65	58	71	39	13	45	62	81	1	44	57	62	48	40	9	91	53	80	19	20	8	85	48	78	76	14	10	72	43	40	37	22	2	35	30	59	37	70	98	5	99	3	6	39	33	66	17	82	80	24	28	72	14	83	41	17	89	20	90	14	60	52	72	84	65	39	13	85	60	2	75	34	60	15	50	96	23	42	17	78	53	66	92	39	11	68	
56	88	25	23	40	42	49	5	35	69	42	73	69	75	77	38	34	42	46	19	16	75	53	47	57	25	67	82	45	41	35	97	77	28	6	19	92	42	66	92	72	60	1	18	17	44	25	65	6	58	3	67	76	47	33	90	47	46	4	53	2	27	54	85	50	51	6	47	26	71	37	96	94	24	33	57	97	11	77	93	51	91	96	53	51	16	37	62	61	85	30	35	51	83	7	37	85	91	18	83	
67	17	89	26	2	11	51	83	22	94	39	55	94	96	81	39	68	21	46	84	66	97	34	91	33	90	40	84	18	30	54	80	14	1	53	46	62	52	19	64	14	8	55	77	18	12	30	65	67	32	43	99	23	56	88	58	59	65	63	11	47	66	81	66	47	41	98	43	65	95	85	71	16	1	7	7	3	97	34	12	68	16	46	76	55	49	20	80	89	22	93	98	98	10	53	72	59	23	60	98	
100	100	21	21	37	85	13	16	54	86	42	100	68	9	45	70	82	80	9	8	60	7	50	76	27	25	8	75	85	29	47	46	82	15	50	69	39	8	94	5	6	98	18	56	42	44	34	98	80	37	56	34	55	31	53	5	80	89	71	55	73	77	2	16	87	32	81	76	61	15	39	58	91	39	82	48	43	19	71	32	62	20	82	91	34	73	64	3	3	29	22	99	48	46	7	23	87	95	78	45	
84	48	41	86	65	24	38	54	69	31	56	67	59	13	57	19	2	43	77	7	3	85	24	71	13	51	76	12	51	96	89	21	2	84	99	93	49	85	46	88	63	44	59	60	72	17	73	33	42	84	89	16	77	17	99	40	84	6	98	47	70	76	18	88	21	31	43	36	90	74	81	74	78	87	82	86	23	46	80	86	14	36	36	84	87	97	49	86	53	22	61	83	37	89	20	37	93	66	79	99	
97	87	12	77	48	22	3	46	3	65	40	73	58	71	21	55	60	81	99	92	61	11	92	68	34	76	37	100	76	91	77	57	73	4	87	68	16	43	96	67	57	87	38	99	27	65	86	66	9	41	61	15	55	13	53	39	7	26	31	50	80	80	14	39	18	22	46	92	70	40	9	66	63	74	82	71	48	54	9	9	16	30	67	90	64	72	42	60	32	73	15	67	89	71	69	100	56	51	45	37	
79	7	28	14	24	72	28	74	62	74	35	3	88	18	64	54	27	96	96	14	7	71	60	6	97	34	24	53	80	20	27	94	86	66	72	45	8	72	88	100	20	97	16	53	93	54	58	91	60	58	87	10	66	87	20	60	14	36	29	2	69	70	57	32	79	75	96	44	75	17	25	12	86	23	72	58	96	75	39	84	59	96	23	84	32	4	33	1	91	81	9	6	3	59	19	58	62	21	29	57	
14	33	93	83	68	21	59	75	88	95	84	65	65	15	47	91	26	56	64	68	93	32	20	81	19	29	49	21	80	92	67	88	9	27	26	60	19	21	36	15	57	48	57	35	61	52	9	79	95	90	25	77	95	91	90	73	20	2	3	45	24	40	10	28	38	87	17	28	70	24	100	15	16	45	37	70	79	77	59	53	47	38	16	89	17	89	83	75	34	16	57	57	63	17	25	30	43	85	73	50	
97	27	83	3	76	17	66	53	60	56	18	45	55	44	25	100	23	22	34	14	18	94	74	61	76	75	86	2	23	9	96	27	21	92	89	30	73	78	94	9	55	23	77	38	17	4	91	13	90	54	80	100	23	3	3	70	55	30	35	39	75	27	64	35	73	49	54	4	8	19	34	38	96	80	62	45	60	62	8	77	73	46	93	73	29	97	12	36	36	30	17	33	57	59	50	21	97	25	21	27	
7	84	46	75	92	89	39	65	5	78	54	43	5	24	53	26	12	43	25	50	36	91	47	29	56	5	42	10	82	80	3	84	93	33	13	100	62	48	6	91	70	60	29	40	29	81	72	79	41	57	49	45	46	26	11	99	17	81	16	65	27	73	80	94	83	6	37	34	6	88	33	39	66	65	19	100	33	9	97	39	79	39	46	60	70	45	63	70	50	19	68	59	44	62	4	91	87	27	4	5	
1	69	24	48	97	67	31	66	53	1	18	74	87	69	98	80	25	29	61	59	26	68	13	35	53	70	63	71	12	36	91	12	65	51	61	46	68	55	88	18	66	43	89	74	16	80	38	89	70	87	31	10	41	22	20	82	27	21	12	55	94	85	58	100	37	30	51	58	6	66	35	50	95	93	71	20	18	14	54	18	78	61	6	54	92	63	77	55	73	35	17	51	94	46	53	48	22	62	45	60	
67	86	40	19	8	69	55	51	33	100	21	36	99	93	17	83	30	17	60	59	84	100	36	58	71	72	43	81	78	7	96	87	4	53	19	36	86	29	79	61	2	50	65	86	27	58	38	42	39	94	97	34	94	69	74	36	10	97	82	62	40	85	24	100	32	50	43	7	51	88	41	70	24	89	68	84	1	59	7	39	64	21	67	59	86	24	30	99	57	71	76	97	84	89	20	47	91	76	70	20	
42	98	46	55	59	59	95	92	42	38	1	33	76	37	39	59	81	86	14	85	54	28	86	27	71	37	82	71	50	49	78	100	36	74	38	52	32	18	34	72	77	30	32	45	43	68	1	29	17	35	100	58	41	82	24	42	32	50	40	100	76	100	64	46	27	2	25	84	90	36	25	96	46	71	84	18	93	53	25	74	41	56	69	71	44	31	57	66	15	81	59	59	25	9	12	68	18	29	91	100	
81	71	91	13	1	65	76	85	83	12	7	69	45	27	37	67	93	89	39	66	13	48	47	60	53	72	57	11	58	67	51	71	46	26	49	75	75	44	30	37	64	17	59	35	2	62	56	16	75	83	40	83	25	1	76	38	77	1	25	65	38	96	26	30	52	89	95	45	7	76	72	91	85	20	80	96	59	8	46	75	39	57	21	33	67	23	58	54	72	56	90	26	30	29	40	28	95	91	49	55	
18	93	31	19	49	57	91	83	44	40	2	94	28	70	94	34	32	93	36	27	43	81	17	62	18	8	21	46	67	22	83	83	7	92	71	16	96	44	64	72	93	36	18	13	82	68	22	53	23	29	31	30	25	100	54	52	95	42	65	84	21	45	89	78	14	3	59	3	54	50	59	76	91	39	24	96	2	6	59	24	88	42	27	31	10	21	36	44	32	75	3	1	72	76	10	31	95	23	37	91	
16	53	55	83	34	89	56	61	46	24	43	60	88	44	48	85	90	69	89	99	81	80	8	14	61	48	47	72	83	45	43	49	37	54	50	89	24	26	52	91	40	47	63	76	25	79	86	4	82	78	51	49	71	95	17	30	27	39	16	73	53	63	22	68	29	66	30	60	83	90	87	20	36	41	67	33	86	23	4	62	97	42	51	33	73	62	71	14	66	46	21	11	29	71	22	97	5	15	100	11	
70	53	36	72	45	31	83	62	96	52	67	84	11	59	73	96	7	15	53	85	6	13	22	42	76	91	26	12	68	83	84	88	94	51	80	69	75	85	30	36	61	6	12	93	25	51	17	61	2	60	10	24	68	1	26	57	41	49	56	8	50	92	61	83	37	20	71	80	26	20	10	2	32	25	8	26	2	84	70	89	65	64	25	35	71	52	98	25	12	68	66	41	80	56	29	62	33	28	61	40	
67	38	49	49	5	49	66	22	34	76	42	15	48	63	55	77	55	59	22	85	89	67	17	57	81	30	38	30	90	44	5	2	85	21	88	37	53	83	29	67	73	94	59	80	84	88	24	98	97	95	2	54	21	4	73	21	33	54	25	34	58	66	33	81	68	67	91	69	27	29	80	45	4	50	34	4	11	41	28	11	28	83	94	88	64	62	66	100	52	19	82	59	4	59	39	79	65	58	73	22	
23	57	68	61	99	44	35	42	20	53	63	12	12	94	6	82	52	61	99	72	43	95	85	36	1	56	56	24	51	89	40	11	18	33	49	11	96	20	49	90	72	52	96	24	38	50	1	8	35	85	78	13	42	5	97	63	38	52	52	33	66	39	46	29	95	27	79	46	29	6	50	58	13	2	100	28	93	54	96	43	68	50	77	56	43	49	4	16	48	74	66	50	38	70	32	71	54	69	53	79	
57	82	96	87	30	32	79	60	53	90	59	39	55	73	9	57	72	48	4	12	75	20	8	6	100	89	62	46	36	93	33	77	68	4	68	100	55	68	13	15	30	94	78	55	13	32	90	27	48	100	90	75	37	13	88	58	4	92	83	30	28	62	53	97	47	84	98	55	33	3	46	77	25	82	96	24	33	44	3	70	83	90	38	100	36	80	55	53	100	51	33	46	94	72	50	91	5	78	6	20	
51	29	29	23	69	86	75	85	52	85	38	16	90	82	75	60	51	47	61	28	34	22	62	19	47	51	64	62	47	59	95	72	46	3	47	21	55	54	61	87	20	36	17	14	36	93	19	66	71	37	26	47	45	13	83	16	6	27	2	74	7	81	94	91	92	15	24	58	1	50	23	86	63	3	69	75	53	49	36	39	63	38	73	93	1	44	20	82	71	92	46	85	15	86	80	100	83	87	20	51	
94	86	17	9	89	100	26	97	70	32	15	3	71	38	99	78	99	52	89	64	54	6	42	68	63	56	82	96	19	73	95	71	39	22	46	24	44	66	19	36	38	100	100	93	55	25	32	67	30	23	57	19	76	93	11	62	33	29	23	50	78	27	49	79	78	39	76	45	26	40	22	41	41	67	82	49	48	52	8	52	11	58	78	10	4	77	41	24	75	55	70	7	86	100	49	31	74	59	17	85	
74	32	5	84	92	23	11	88	65	69	95	80	24	10	58	42	86	78	24	73	29	36	50	18	10	44	68	66	91	92	70	39	5	77	13	92	94	10	21	98	63	29	1	60	43	41	90	95	43	21	87	47	65	87	72	44	67	75	46	89	50	28	55	5	82	47	58	86	15	51	33	74	44	13	33	84	40	69	90	84	10	88	96	46	13	40	36	49	80	8	31	55	2	41	44	19	13	78	24	73	
84	86	87	21	58	3	40	7	77	25	53	38	36	100	17	91	68	7	22	76	21	93	66	48	59	85	32	30	83	6	63	90	24	71	43	83	97	81	70	73	16	52	37	56	75	78	55	30	83	52	70	38	2	77	5	74	62	98	96	26	86	63	30	61	19	74	80	10	63	25	75	83	76	16	44	47	33	69	85	62	73	87	67	90	52	5	34	95	77	99	5	34	69	85	18	65	17	15	67	97	
74	49	11	97	42	92	67	90	21	56	49	52	82	72	26	29	74	55	10	31	39	92	40	54	49	68	55	78	91	98	57	74	90	63	37	30	89	40	86	42	68	21	61	48	82	83	7	90	85	4	61	63	33	93	44	64	24	12	41	93	44	71	20	50	13	77	46	87	57	4	65	99	9	79	39	24	6	12	94	18	44	28	15	91	17	2	40	45	37	13	75	34	41	2	84	36	29	34	38	35	
78	72	23	64	60	41	69	83	49	67	91	28	59	72	7	6	2	35	71	56	8	100	31	76	4	40	95	89	65	74	49	59	81	88	65	14	14	53	71	79	67	5	17	50	78	38	38	60	33	56	6	27	38	67	15	56	91	47	83	36	94	37	47	39	57	4	15	100	42	26	75	25	45	64	50	77	98	35	48	27	44	45	93	62	70	76	40	97	82	72	69	14	67	31	7	10	91	60	85	47	
60	4	7	92	94	97	84	51	58	36	13	68	70	66	4	74	92	17	50	16	19	44	89	98	12	92	75	64	26	8	71	22	28	59	37	76	22	77	100	20	42	12	13	10	36	64	31	15	37	84	33	89	40	6	71	41	69	92	29	86	38	21	25	98	55	4	95	63	66	55	1	3	15	30	95	27	64	29	49	80	52	100	4	43	81	17	91	99	59	31	54	52	63	45	50	86	56	73	90	59	
53	30	41	61	47	28	45	23	37	74	55	34	57	52	92	35	32	23	80	3	77	81	70	89	30	86	3	11	28	75	61	100	43	56	94	66	29	73	85	27	99	24	2	88	89	98	53	76	51	79	56	94	31	7	32	90	66	22	28	65	41	14	90	11	89	64	21	89	22	65	4	55	23	17	55	87	26	25	19	3	21	60	89	83	42	75	1	67	23	55	53	51	17	27	87	3	38	2	2	50	
68	3	66	82	44	11	9	90	59	85	22	7	87	88	72	91	73	19	74	54	82	63	97	14	52	16	5	86	34	65	5	38	54	85	34	73	22	45	71	58	89	30	98	41	24	2	44	77	32	1	49	14	54	12	94	33	52	15	100	17	13	35	50	53	13	42	10	51	81	70	36	63	66	12	18	12	64	22	7	46	44	51	94	65	43	45	34	37	3	26	60	54	8	7	44	30	52	71	96	29	
42	60	21	16	45	79	59	85	39	84	39	38	36	31	83	16	81	22	26	53	5	47	13	5	46	26	45	50	95	30	33	10	17	30	62	34	31	47	33	84	74	40	81	36	88	71	90	30	61	22	98	90	64	45	22	6	16	14	35	100	38	16	65	59	12	84	47	44	38	32	56	52	52	91	53	96	21	62	61	68	74	35	34	92	2	79	88	80	1	16	10	73	62	53	71	24	65	38	51	11	
92	79	44	62	22	19	99	84	34	96	10	73	69	4	65	46	50	51	47	43	45	56	60	69	86	2	69	48	7	88	36	10	65	34	52	41	26	25	47	1	39	32	22	18	25	85	16	45	53	20	71	68	20	75	88	31	46	17	45	100	63	86	16	22	3	42	5	74	34	53	12	30	25	60	84	66	46	51	27	92	98	14	72	87	63	91	85	7	19	23	20	67	19	92	60	67	4	80	99	68	
